,generic_name,lexi_generic_id,split_by_space,,,,,,,catgs
1484,MAGNESIUM HYDROXIDE,2154,MAGNESIUM,HYDROXIDE,,,,,,2154|3603|3901|3902|3915|3983|4033
1740,MAGNESIUM HYDROXIDE,2154,MAGNESIUM,HYDROXIDE,,,,,,2154|3603|3901|3902|3915|3983|4033
2286,MAGNESIUM HYDROXIDE,2154,MAGNESIUM,HYDROXIDE,,,,,,2154|3603|3901|3902|3915|3983|4033
1535,MACITENTAN,2139,MACITENTAN,,,,,,,2139|3757|3760|3761|3771|3772|3781|3782|3816|3817|3818|3839
655,LYNESTRENOL,2137,LYNESTRENOL,,,,,,,3816|3817|3818|3821|3865|3867|3989|3990
63,LUTROPIN ALFA,2134,LUTROPIN,ALFA,,,,,,
1006,LOVASTATIN,2119,LOVASTATIN,,,,,,,2119|3816|3818|3819|3864|3949|3950
913,LORAZEPAM,2109,LORAZEPAM,,,,,,,2109|3607|3655|3656|3702|3987
914,LORAZEPAM,2109,LORAZEPAM,,,,,,,2109|3607|3655|3656|3702|3987
2058,LORAZEPAM,2109,LORAZEPAM,,,,,,,2109|3607|3655|3656|3702|3987
244,LORATADINE,2107,LORATADINE,,,,,,,2107|3615|3630|3702|3789|3791|3819|3820|3976|3977
450,LORATADINE,2107,LORATADINE,,,,,,,2107|3615|3630|3702|3789|3791|3819|3820|3976|3977
1470,LORATADINE,2107,LORATADINE,,,,,,,2107|3615|3630|3702|3789|3791|3819|3820|3976|3977
1689,LORATADINE,2107,LORATADINE,,,,,,,2107|3615|3630|3702|3789|3791|3819|3820|3976|3977
1755,LOPINAVIR,2104,LOPINAVIR,,,,,,,2104|3642|3651|3812|3814|3816|3817|3818|3867|3884|3947|3986|3993|3995
2041,LOMUSTINE,2097,LOMUSTINE,,,,,,,2097|3633|3789|3791|3875|3929
1449,LISINOPRIL,2084,LISINOPRIL,,,,,,,2084|3601|3631|3672
1718,LISINOPRIL,2084,LISINOPRIL,,,,,,,2084|3601|3631|3672
2155,LISINOPRIL,2084,LISINOPRIL,,,,,,,2084|3601|3631|3672
1471,LIRAGLUTIDE,2082,LIRAGLUTIDE,,,,,,,2082|3580|3619|3837|3855
104,LINEZOLID,2076,LINEZOLID,,,,,,,2076|3581|3610|3921|3929|3966|4024
201,LINEZOLID,2076,LINEZOLID,,,,,,,2076|3581|3610|3921|3929|3966|4024
818,LINEZOLID,2076,LINEZOLID,,,,,,,2076|3581|3610|3921|3929|3966|4024
561,LINDANE,2075,LINDANE,,,,,,,
1803,LINDANE,2075,LINDANE,,,,,,,
444,LINAGLIPTIN,2072,LINAGLIPTIN,,,,,,,2072|3580|3619|3816|3817|3820|3830|3973|3974|3977
472,LINAGLIPTIN,2072,LINAGLIPTIN,,,,,,,2072|3580|3619|3816|3817|3820|3830|3973|3974|3977
474,LINAGLIPTIN,2072,LINAGLIPTIN,,,,,,,2072|3580|3619|3816|3817|3820|3830|3973|3974|3977
489,LINAGLIPTIN,2072,LINAGLIPTIN,,,,,,,2072|3580|3619|3816|3817|3820|3830|3973|3974|3977
729,LINAGLIPTIN,2072,LINAGLIPTIN,,,,,,,2072|3580|3619|3816|3817|3820|3830|3973|3974|3977
745,LINAGLIPTIN,2072,LINAGLIPTIN,,,,,,,2072|3580|3619|3816|3817|3820|3830|3973|3974|3977
750,LINAGLIPTIN,2072,LINAGLIPTIN,,,,,,,2072|3580|3619|3816|3817|3820|3830|3973|3974|3977
755,LINAGLIPTIN,2072,LINAGLIPTIN,,,,,,,2072|3580|3619|3816|3817|3820|3830|3973|3974|3977
759,LINAGLIPTIN,2072,LINAGLIPTIN,,,,,,,2072|3580|3619|3816|3817|3820|3830|3973|3974|3977
383,LIDOCAINE,2055,LIDOCAINE,,,,,,,3909
405,LIDOCAINE,2055,LIDOCAINE,,,,,,,3909
912,LIDOCAINE,2055,LIDOCAINE,,,,,,,3909
931,LIDOCAINE,2055,LIDOCAINE,,,,,,,3909
1687,LIDOCAINE,2055,LIDOCAINE,,,,,,,3909
1837,LIDOCAINE,2055,LIDOCAINE,,,,,,,3909
1946,LIDOCAINE,2055,LIDOCAINE,,,,,,,3909
2102,LIDOCAINE,2055,LIDOCAINE,,,,,,,3909
2151,LIDOCAINE,2055,LIDOCAINE,,,,,,,3909
64,LEVONORGESTREL,2048,LEVONORGESTREL,,,,,,,2048|3819|3820|3867|3989
78,LEVONORGESTREL,2048,LEVONORGESTREL,,,,,,,2048|3819|3820|3867|3989
224,LEVOFLOXACIN,2039,LEVOFLOXACIN,,,,,,,
253,LEVOFLOXACIN,2039,LEVOFLOXACIN,,,,,,,
372,LEVOFLOXACIN,2039,LEVOFLOXACIN,,,,,,,
1413,LEVOFLOXACIN,2039,LEVOFLOXACIN,,,,,,,
1615,LEVOFLOXACIN,2039,LEVOFLOXACIN,,,,,,,
144,LEVODOPA,2035,LEVODOPA,,,,,,,2035|3635|3672|3872|3906
204,LEVODOPA,2035,LEVODOPA,,,,,,,2035|3635|3672|3872|3906
603,LEVODOPA,2035,LEVODOPA,,,,,,,2035|3635|3672|3872|3906
887,LEVODOPA,2035,LEVODOPA,,,,,,,2035|3635|3672|3872|3906
1000,LEVODOPA,2035,LEVODOPA,,,,,,,2035|3635|3672|3872|3906
1909,LEVODOPA,2035,LEVODOPA,,,,,,,2035|3635|3672|3872|3906
1911,LEVODOPA,2035,LEVODOPA,,,,,,,2035|3635|3672|3872|3906
1952,LEVODOPA,2035,LEVODOPA,,,,,,,2035|3635|3672|3872|3906
1963,LEVODOPA,2035,LEVODOPA,,,,,,,2035|3635|3672|3872|3906
1976,LEVODOPA,2035,LEVODOPA,,,,,,,2035|3635|3672|3872|3906
127,LEVETIRACETAM,2028,LEVETIRACETAM,,,,,,,2028|3618|3702|3871
160,LEVETIRACETAM,2028,LEVETIRACETAM,,,,,,,2028|3618|3702|3871
196,LEVETIRACETAM,2028,LEVETIRACETAM,,,,,,,2028|3618|3702|3871
202,LEVETIRACETAM,2028,LEVETIRACETAM,,,,,,,2028|3618|3702|3871
764,LEVETIRACETAM,2028,LEVETIRACETAM,,,,,,,2028|3618|3702|3871
1039,LEVETIRACETAM,2028,LEVETIRACETAM,,,,,,,2028|3618|3702|3871
1746,LEVETIRACETAM,2028,LEVETIRACETAM,,,,,,,2028|3618|3702|3871
2192,LEVETIRACETAM,2028,LEVETIRACETAM,,,,,,,2028|3618|3702|3871
2229,LEVETIRACETAM,2028,LEVETIRACETAM,,,,,,,2028|3618|3702|3871
115,LETROZOLE,2022,LETROZOLE,,,,,,,2022|3646|3734|3737|3738|3819|3820
182,LENALIDOMIDE,2013,LENALIDOMIDE,,,,,,,2013|3599|3644|3876|3929|3976|3977|4047
198,LENALIDOMIDE,2013,LENALIDOMIDE,,,,,,,2013|3599|3644|3876|3929|3976|3977|4047
247,LENALIDOMIDE,2013,LENALIDOMIDE,,,,,,,2013|3599|3644|3876|3929|3976|3977|4047
797,LENALIDOMIDE,2013,LENALIDOMIDE,,,,,,,2013|3599|3644|3876|3929|3976|3977|4047
409,LEFLUNOMIDE,2010,LEFLUNOMIDE,,,,,,,2010|3651|3717|3718|3764|3765|3877|3939|3947
529,LEFLUNOMIDE,2010,LEFLUNOMIDE,,,,,,,2010|3651|3717|3718|3764|3765|3877|3939|3947
2209,LEDIPASVIR,2006,LEDIPASVIR,,,,,,,2006|3651|3653|3676|3831|3947|3972|3973|3974|3977
1126,LATANOPROST,2002,LATANOPROST,,,,,,,2002|3992
1721,LATANOPROST,2002,LATANOPROST,,,,,,,2002|3992
1774,LATANOPROST,2002,LATANOPROST,,,,,,,2002|3992
1210,LARONIDASE,1999,LARONIDASE,,,,,,,
87,LANSOPRAZOLE,1994,LANSOPRAZOLE,,,,,,,1994|3757|3759|3760|3761|3781|3782|3819|3820|3888
527,LANSOPRAZOLE,1994,LANSOPRAZOLE,,,,,,,1994|3757|3759|3760|3761|3781|3782|3819|3820|3888
939,LAMOTRIGINE,1990,LAMOTRIGINE,,,,,,,1990|3618|3621|3702|3871|3957
970,LAMOTRIGINE,1990,LAMOTRIGINE,,,,,,,1990|3618|3621|3702|3871|3957
996,LAMOTRIGINE,1990,LAMOTRIGINE,,,,,,,1990|3618|3621|3702|3871|3957
1808,LAMIVUDINE,1987,LAMIVUDINE,,,,,,,1987|3577|3642|3917|3926|4015
2131,LAMIVUDINE,1987,LAMIVUDINE,,,,,,,1987|3577|3642|3917|3926|4015
677,LACTULOSE,1985,LACTULOSE,,,,,,,1985|3901
919,LACTULOSE,1985,LACTULOSE,,,,,,,1985|3901
1488,LACTULOSE,1985,LACTULOSE,,,,,,,1985|3901
1529,LACTULOSE,1985,LACTULOSE,,,,,,,1985|3901
2077,LACTULOSE,1985,LACTULOSE,,,,,,,1985|3901
138,LACOSAMIDE,1975,LACOSAMIDE,,,,,,,1975|3618|3757|3760|3761|3781|3782|3819|3820|3871
178,LACOSAMIDE,1975,LACOSAMIDE,,,,,,,1975|3618|3757|3760|3761|3781|3782|3819|3820|3871
186,LACOSAMIDE,1975,LACOSAMIDE,,,,,,,1975|3618|3757|3760|3761|3781|3782|3819|3820|3871
193,LACOSAMIDE,1975,LACOSAMIDE,,,,,,,1975|3618|3757|3760|3761|3781|3782|3819|3820|3871
320,KETOTIFEN,1967,KETOTIFEN,,,,,,,
336,KETOTIFEN,1967,KETOTIFEN,,,,,,,
426,KETOTIFEN,1967,KETOTIFEN,,,,,,,
1455,KETOTIFEN,1967,KETOTIFEN,,,,,,,
1614,KETOTIFEN,1967,KETOTIFEN,,,,,,,
2316,KETOTIFEN,1967,KETOTIFEN,,,,,,,
843,KETOCONAZOLE,1961,KETOCONAZOLE,,,,,,,1961|3606|3623|3624|3705|3753|3756|3764|3767|3812|3814|3816|3817|3818|3885|3972|3996
1016,KETOCONAZOLE,1961,KETOCONAZOLE,,,,,,,1961|3606|3623|3624|3705|3753|3756|3764|3767|3812|3814|3816|3817|3818|3885|3972|3996
1700,KETOCONAZOLE,1961,KETOCONAZOLE,,,,,,,1961|3606|3623|3624|3705|3753|3756|3764|3767|3812|3814|3816|3817|3818|3885|3972|3996
1767,KETOCONAZOLE,1961,KETOCONAZOLE,,,,,,,1961|3606|3623|3624|3705|3753|3756|3764|3767|3812|3814|3816|3817|3818|3885|3972|3996
1267,KETAMINE,1960,KETAMINE,,,,,,,1960|3702|3743|3744|3745|3746|3781|3782|3816|3817|3820|3933
1500,IVERMECTIN,1948,IVERMECTIN,,,,,,,1948|3610|3611|3819|3820|3976|3977
1764,IVERMECTIN,1948,IVERMECTIN,,,,,,,1948|3610|3611|3819|3820|3976|3977
1974,IVERMECTIN,1948,IVERMECTIN,,,,,,,1948|3610|3611|3819|3820|3976|3977
2081,IVERMECTIN,1948,IVERMECTIN,,,,,,,1948|3610|3611|3819|3820|3976|3977
798,IVABRADINE,1946,IVABRADINE,,,,,,,1946|3674|3816|3817|3818
811,IVABRADINE,1946,IVABRADINE,,,,,,,1946|3674|3816|3817|3818
938,ITRACONAZOLE,1945,ITRACONAZOLE,,,,,,,1945|3623|3624|3705|3812|3814|3816|3817|3818|3885|3972|3996
1060,ISOTRETINOIN,1939,ISOTRETINOIN,,,,,,,1939|3980|4013
1475,ISOTRETINOIN,1939,ISOTRETINOIN,,,,,,,1939|3980|4013
942,ISOSORBIDE MONONITRATE,1936,ISOSORBIDE,MONONITRATE,,,,,,3819|3820|3920|4086
615,ISOSORBIDE DINITRATE,1934,ISOSORBIDE,DINITRATE,,,,,,3672|3819|3820|3872|3920|4086
2157,ISOSORBIDE DINITRATE,1934,ISOSORBIDE,DINITRATE,,,,,,3672|3819|3820|3872|3920|4086
2249,ISONIAZID,1932,ISONIAZID,,,,,,,1932|3610|3793|3794|3795|3796|3799|3802|3803|3815
1346,ISOFLURANE,1930,ISOFLURANE,,,,,,,1930|3672|3702|3799|3802|3803|3872|3882|3996
2165,ISOCARBOXAZID,1927,ISOCARBOXAZID,,,,,,,1927|3581|3615|3672|3872|3921|3922|4024
779,IRON,1921,IRON,,,,,,,3900|3983
1875,IRON,1921,IRON,,,,,,,3900|3983
1972,IOPROMIDE,1903,IOPROMIDE,,,,,,,3898
2361,IOPROMIDE,1903,IOPROMIDE,,,,,,,3898
855,IOPAMIDOL,1902,IOPAMIDOL,,,,,,,1902|3898
868,IOPAMIDOL,1902,IOPAMIDOL,,,,,,,1902|3898
872,IOPAMIDOL,1902,IOPAMIDOL,,,,,,,1902|3898
906,IOPAMIDOL,1902,IOPAMIDOL,,,,,,,1902|3898
841,IOHEXOL,1900,IOHEXOL,,,,,,,1900|3898
1138,IOHEXOL,1900,IOHEXOL,,,,,,,1900|3898
1161,IOHEXOL,1900,IOHEXOL,,,,,,,1900|3898
1234,IOHEXOL,1900,IOHEXOL,,,,,,,1900|3898
1480,IOHEXOL,1900,IOHEXOL,,,,,,,1900|3898
1980,IODOQUINOL,1897,IODOQUINOL,,,,,,,
828,IODIXANOL,1896,IODIXANOL,,,,,,,3898
1090,IODIXANOL,1896,IODIXANOL,,,,,,,3898
1216,IODIXANOL,1896,IODIXANOL,,,,,,,3898
1504,INTERFERON GAMMA-1B,1888,INTERFERON,GAMMA-1B,,,,,,3890|3893
92,INTERFERON BETA-1B,1887,INTERFERON,BETA-1B,,,,,,3890|3892
17,INTERFERON BETA-1A,1886,INTERFERON,BETA-1A,,,,,,1886|3890|3892
49,INTERFERON BETA-1A,1886,INTERFERON,BETA-1A,,,,,,1886|3890|3892
701,INTERFERON BETA-1A,1886,INTERFERON,BETA-1A,,,,,,1886|3890|3892
2003,INTERFERON ALFA-2B,1883,INTERFERON,ALFA-2B,,,,,,1883|3723|3890|3891|3929
2005,INTERFERON ALFA-2B,1883,INTERFERON,ALFA-2B,,,,,,1883|3723|3890|3891|3929
1604,INSULIN REGULAR,1881,INSULIN,REGULAR,,,,,,3580|3619|3870|3889
1863,INSULIN REGULAR,1881,INSULIN,REGULAR,,,,,,3580|3619|3870|3889
2272,INSULIN LISPRO,1877,INSULIN,LISPRO,,,,,,3580|3619|3870|3889
554,INSULIN GLULISINE,1876,INSULIN,GLULISINE,,,,,,3580|3619|3870|3889
543,INSULIN GLARGINE,1874,INSULIN,GLARGINE,,,,,,3580|3619|3870|3889
708,INSULIN GLARGINE,1874,INSULIN,GLARGINE,,,,,,3580|3619|3870|3889
1935,INSULIN DETEMIR,1873,INSULIN,DETEMIR,,,,,,3580|3619|3870|3889
1115,INSULIN ASPART,1868,INSULIN,ASPART,,,,,,3580|3619|3870|3889
1119,INSULIN ASPART,1868,INSULIN,ASPART,,,,,,3580|3619|3870|3889
1059,INFLIXIMAB,1858,INFLIXIMAB,,,,,,,1858|3644|3669|3847|3877|3924
347,INDOMETHACIN,1854,INDOMETHACIN,,,,,,,1854|3579|3757|3760|3761|3781|3782|3837|3934|3936|3980
476,INDOMETHACIN,1854,INDOMETHACIN,,,,,,,1854|3579|3757|3760|3761|3781|3782|3837|3934|3936|3980
592,INDOMETHACIN,1854,INDOMETHACIN,,,,,,,1854|3579|3757|3760|3761|3781|3782|3837|3934|3936|3980
2111,INDOMETHACIN,1854,INDOMETHACIN,,,,,,,1854|3579|3757|3760|3761|3781|3782|3837|3934|3936|3980
2175,INDOCYANINE GREEN,1853,INDOCYANINE,GREEN,,,,,,
767,INDAPAMIDE,1847,INDAPAMIDE,,,,,,,3631|3672|3832|3867|3871|3980|4040|4049
536,IMMUNE GLOBULIN,1840,IMMUNE,GLOBULIN,,,,,,1840|3847|3874
1084,IMMUNE GLOBULIN,1840,IMMUNE,GLOBULIN,,,,,,1840|3847|3874
1083,IMIQUIMOD,1839,IMIQUIMOD,,,,,,,3724|3727|3728|3819|3820
850,IMIPENEM,1835,IMIPENEM,,,,,,,1835|3610|3687
2147,IMIGLUCERASE,1834,IMIGLUCERASE,,,,,,,
164,IMATINIB,1831,IMATINIB,,,,,,,1831|3724|3727|3728|3757|3760|3761|3771|3772|3781|3782|3789|3791|3812|3813|3816|3817|3818|3876|3918|3929|3976|3977
194,IMATINIB,1831,IMATINIB,,,,,,,1831|3724|3727|3728|3757|3760|3761|3771|3772|3781|3782|3789|3791|3812|3813|3816|3817|3818|3876|3918|3929|3976|3977
651,IMATINIB,1831,IMATINIB,,,,,,,1831|3724|3727|3728|3757|3760|3761|3771|3772|3781|3782|3789|3791|3812|3813|3816|3817|3818|3876|3918|3929|3976|3977
1144,IFOSFAMIDE,1827,IFOSFAMIDE,,,,,,,1827|3633|3743|3746|3747|3757|3760|3761|3771|3772|3781|3782|3816|3817|3818|3836|3875|3929
1645,IFOSFAMIDE,1827,IFOSFAMIDE,,,,,,,1827|3633|3743|3746|3747|3757|3760|3761|3771|3772|3781|3782|3816|3817|3818|3836|3875|3929
27,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
172,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
296,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
714,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
769,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
831,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
979,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
1036,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
1182,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
1397,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
1456,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
1469,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
1493,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
1539,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
1704,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
1792,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
1830,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
1926,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
2199,IBUPROFEN,1807,IBUPROFEN,,,,,,,1807|3579|3757|3760|3761|3781|3782|3837|3934|3936|3939|3980
1992,IBRUTINIB,1805,IBRUTINIB,,,,,,,1805|3789|3791|3816|3817|3818|3868|3876|3929
424,HYDROXYUREA,1792,HYDROXYUREA,,,,,,,1792|3633|3875|3929
1482,HYDROXYPROGESTERONE CAPROATE,1789,HYDROXYPROGESTERONE,CAPROATE,,,,,,3739|3819|3820|3867|3989
1621,HYDROXYPROGESTERONE CAPROATE,1789,HYDROXYPROGESTERONE,CAPROATE,,,,,,3739|3819|3820|3867|3989
1273,HYDROXOCOBALAMIN,1785,HYDROXOCOBALAMIN,,,,,,,4087
635,HYDROQUINONE,1784,HYDROQUINONE,,,,,,,
1849,HYDROQUINONE,1784,HYDROQUINONE,,,,,,,
838,HYDROCORTISONE,1775,HYDROCORTISONE,,,,,,,1775|3708|3710
1654,HYDROCORTISONE,1775,HYDROCORTISONE,,,,,,,1775|3708|3710
1673,HYDROCORTISONE,1775,HYDROCORTISONE,,,,,,,1775|3708|3710
1894,HYDROCORTISONE,1775,HYDROCORTISONE,,,,,,,1775|3708|3710
1943,HYDROCORTISONE,1775,HYDROCORTISONE,,,,,,,1775|3708|3710
2069,HYDROCORTISONE,1775,HYDROCORTISONE,,,,,,,1775|3708|3710
343,HYDROCHLOROTHIAZIDE,1754,HYDROCHLOROTHIAZIDE,,,,,,,1754|3631|3672|3832|3867|3871|3980|4040|4049
487,HYDROCHLOROTHIAZIDE,1754,HYDROCHLOROTHIAZIDE,,,,,,,1754|3631|3672|3832|3867|3871|3980|4040|4049
535,HYDROCHLOROTHIAZIDE,1754,HYDROCHLOROTHIAZIDE,,,,,,,1754|3631|3672|3832|3867|3871|3980|4040|4049
718,HYDROCHLOROTHIAZIDE,1754,HYDROCHLOROTHIAZIDE,,,,,,,1754|3631|3672|3832|3867|3871|3980|4040|4049
728,HYDROCHLOROTHIAZIDE,1754,HYDROCHLOROTHIAZIDE,,,,,,,1754|3631|3672|3832|3867|3871|3980|4040|4049
741,HYDROCHLOROTHIAZIDE,1754,HYDROCHLOROTHIAZIDE,,,,,,,1754|3631|3672|3832|3867|3871|3980|4040|4049
743,HYDROCHLOROTHIAZIDE,1754,HYDROCHLOROTHIAZIDE,,,,,,,1754|3631|3672|3832|3867|3871|3980|4040|4049
763,HYDROCHLOROTHIAZIDE,1754,HYDROCHLOROTHIAZIDE,,,,,,,1754|3631|3672|3832|3867|3871|3980|4040|4049
865,HYDROCHLOROTHIAZIDE,1754,HYDROCHLOROTHIAZIDE,,,,,,,1754|3631|3672|3832|3867|3871|3980|4040|4049
929,HYDROCHLOROTHIAZIDE,1754,HYDROCHLOROTHIAZIDE,,,,,,,1754|3631|3672|3832|3867|3871|3980|4040|4049
995,HYDROCHLOROTHIAZIDE,1754,HYDROCHLOROTHIAZIDE,,,,,,,1754|3631|3672|3832|3867|3871|3980|4040|4049
1783,HYDROCHLOROTHIAZIDE,1754,HYDROCHLOROTHIAZIDE,,,,,,,1754|3631|3672|3832|3867|3871|3980|4040|4049
1056,HUMAN PAPILLOMAVIRUS,1745,HUMAN,PAPILLOMAVIRUS,,,,,,4081|4082
1703,HOMATROPINE,1738,HOMATROPINE,,,,,,,3615
1133,HEPATITIS B IMMUNE GLOBULIN,1724,HEPATITIS,B,IMMUNE,GLOBULIN,,,,3847|3874
1183,HEPATITIS B IMMUNE GLOBULIN,1724,HEPATITIS,B,IMMUNE,GLOBULIN,,,,3847|3874
1237,HEPATITIS B IMMUNE GLOBULIN,1724,HEPATITIS,B,IMMUNE,GLOBULIN,,,,3847|3874
1275,HEPATITIS B IMMUNE GLOBULIN,1724,HEPATITIS,B,IMMUNE,GLOBULIN,,,,3847|3874
1313,HEPATITIS B IMMUNE GLOBULIN,1724,HEPATITIS,B,IMMUNE,GLOBULIN,,,,3847|3874
1316,HEPATITIS B IMMUNE GLOBULIN,1724,HEPATITIS,B,IMMUNE,GLOBULIN,,,,3847|3874
2049,HEPATITIS B IMMUNE GLOBULIN,1724,HEPATITIS,B,IMMUNE,GLOBULIN,,,,3847|3874
652,HALOPERIDOL,1716,HALOPERIDOL,,,,,,,1716|3581|3615|3638|3639|3702|3724|3727|3728|3789|3790|3816|3817|3818|3836|4003|4004
951,HALOPERIDOL,1716,HALOPERIDOL,,,,,,,1716|3581|3615|3638|3639|3702|3724|3727|3728|3789|3790|3816|3817|3818|3836|4003|4004
978,HALOPERIDOL,1716,HALOPERIDOL,,,,,,,1716|3581|3615|3638|3639|3702|3724|3727|3728|3789|3790|3816|3817|3818|3836|4003|4004
1002,HALOPERIDOL,1716,HALOPERIDOL,,,,,,,1716|3581|3615|3638|3639|3702|3724|3727|3728|3789|3790|3816|3817|3818|3836|4003|4004
1489,HALOPERIDOL,1716,HALOPERIDOL,,,,,,,1716|3581|3615|3638|3639|3702|3724|3727|3728|3789|3790|3816|3817|3818|3836|4003|4004
291,GUAIFENESIN,1695,GUAIFENESIN,,,,,,,1695|3986
316,GUAIFENESIN,1695,GUAIFENESIN,,,,,,,1695|3986
564,GUAIFENESIN,1695,GUAIFENESIN,,,,,,,1695|3986
974,GUAIFENESIN,1695,GUAIFENESIN,,,,,,,1695|3986
1387,GUAIFENESIN,1695,GUAIFENESIN,,,,,,,1695|3986
1675,GUAIFENESIN,1695,GUAIFENESIN,,,,,,,1695|3986
1898,GUAIFENESIN,1695,GUAIFENESIN,,,,,,,1695|3986
2085,GUAIFENESIN,1695,GUAIFENESIN,,,,,,,1695|3986
2311,GUAIFENESIN,1695,GUAIFENESIN,,,,,,,1695|3986
2315,GUAIFENESIN,1695,GUAIFENESIN,,,,,,,1695|3986
461,GRANISETRON,1688,GRANISETRON,,,,,,,1688|3620|3819|3820|3996
1836,GRANISETRON,1688,GRANISETRON,,,,,,,1688|3620|3819|3820|3996
2065,GRANISETRON,1688,GRANISETRON,,,,,,,1688|3620|3819|3820|3996
707,GOSERELIN,1686,GOSERELIN,,,,,,,3597|3867|3913|3996
719,GOSERELIN,1686,GOSERELIN,,,,,,,3597|3867|3913|3996
882,GLYCERIN,1671,GLYCERIN,,,,,,,3901
1389,GLYCERIN,1671,GLYCERIN,,,,,,,3901
1625,GLYCERIN,1671,GLYCERIN,,,,,,,3901
2182,GLUCAGON,1661,GLUCAGON,,,,,,,1661|3854|3867
264,GLICLAZIDE,1656,GLICLAZIDE,,,,,,,1656|3580|3619|3778|3779|3780|3870|3950|3951|3980|4040|4041
695,GLICLAZIDE,1656,GLICLAZIDE,,,,,,,1656|3580|3619|3778|3779|3780|3870|3950|3951|3980|4040|4041
720,GLICLAZIDE,1656,GLICLAZIDE,,,,,,,1656|3580|3619|3778|3779|3780|3870|3950|3951|3980|4040|4041
187,GLATIRAMER ACETATE,1654,GLATIRAMER,ACETATE,,,,,,
894,GENTIAN VIOLET,1642,GENTIAN,VIOLET,,,,,,3614
463,GENTAMICIN,1638,GENTAMICIN,,,,,,,3612
521,GENTAMICIN,1638,GENTAMICIN,,,,,,,3612
522,GENTAMICIN,1638,GENTAMICIN,,,,,,,3612
901,GENTAMICIN,1638,GENTAMICIN,,,,,,,3612
1540,GENTAMICIN,1638,GENTAMICIN,,,,,,,3612
1806,GEMIFLOXACIN,1634,GEMIFLOXACIN,,,,,,,1634|3610|3980|3997|4010|4012
589,GEMFIBROZIL,1633,GEMFIBROZIL,,,,,,,1633|3764|3766|3819|3820|3848|3939|3947
791,GEMFIBROZIL,1633,GEMFIBROZIL,,,,,,,1633|3764|3766|3819|3820|3848|3939|3947
90,GEMCITABINE,1631,GEMCITABINE,,,,,,,1631|3577|3633|3825|3875|3929
153,GEMCITABINE,1631,GEMCITABINE,,,,,,,1631|3577|3633|3825|3875|3929
780,GEFITINIB,1628,GEFITINIB,,,,,,,1628|3653|3789|3791|3816|3817|3818
1117,GANIRELIX,1624,GANIRELIX,,,,,,,3597|3626
1147,GANCICLOVIR,1622,GANCICLOVIR,,,,,,,
2265,GALSULFASE,1621,GALSULFASE,,,,,,,
1265,GALANTAMINE,1615,GALANTAMINE,,,,,,,1615|3574|3575|3674|3789|3791|3819|3820
1292,GALANTAMINE,1615,GALANTAMINE,,,,,,,1615|3574|3575|3674|3789|3791|3819|3820
2189,GALANTAMINE,1615,GALANTAMINE,,,,,,,1615|3574|3575|3674|3789|3791|3819|3820
2196,GALANTAMINE,1615,GALANTAMINE,,,,,,,1615|3574|3575|3674|3789|3791|3819|3820
705,GADOTERATE MEGLUMINE,1611,GADOTERATE,MEGLUMINE,,,,,,
1168,GADODIAMIDE,1608,GADODIAMIDE,,,,,,,
839,GADOBUTROL,1607,GADOBUTROL,,,,,,,
