,IR_generic_id,IR_generic_name,Ingredient,lexi_generic_id,lexi_generic_name,rows_in_db,catgs
744,1908,BUPROPION HYDROCHLORIDE TABLET ORAL 75 mg,BUPROPION HYDROCHLORIDE,580,BuPROPion,BuPROPion,580|3581|3724|3727|3728|3734|3737|3738|3743|3744|3745|3748|3781|3782|3785|3787|3789|3791|3799|3802|3803|3819|3820|3957
1656,3800,BUPRENORPHINE (AS HYDROCHLORIDE) TABLET SUBLINGUAL 8 mg,BUPRENORPHINE (AS HYDROCHLORIDE),578,Buprenorphine,Buprenorphine,578|3702|3816|3817|3818|3837|3959|3961|3964|3995
1507,3799,BUPRENORPHINE (AS HYDROCHLORIDE) TABLET SUBLINGUAL 2 mg,BUPRENORPHINE (AS HYDROCHLORIDE),578,Buprenorphine,Buprenorphine,578|3702|3816|3817|3818|3837|3959|3961|3964|3995
1571,1983,BUPRENORPHINE (AS HYDROCHLORIDE) TABLET SUBLINGUAL 0.4 mg,BUPRENORPHINE (AS HYDROCHLORIDE),578,Buprenorphine,Buprenorphine,578|3702|3816|3817|3818|3837|3959|3961|3964|3995
2024,2317,BUPIVACAINE HYDROCHLORIDE INJECTION PARENTERAL 0.5 % 20 mL,BUPIVACAINE HYDROCHLORIDE,573,Bupivacaine,Bupivacaine,573|3672|3674|3724|3727|3728|3757|3760|3761|3789|3791|3819|3820|3872|3909
1111,1413,BUPIVACAINE HYDROCHLORIDE INJECTION INTRASPINAL 0.5 % 4 mL,BUPIVACAINE HYDROCHLORIDE,573,Bupivacaine,Bupivacaine,573|3672|3674|3724|3727|3728|3757|3760|3761|3789|3791|3819|3820|3872|3909
1243,6165,"BUDESONIDE CAPSULE, DELAYED RELEASE ORAL 3 mg",BUDESONIDE,568,Budesonide (Systemic),"Budesonide (Nasal) | Budesonide (Oral Inhalation) | Budesonide (Systemic) | Budesonide (Topical) | Budesonide and Formoterol | Budesonide, Glycopyrrolate, and Formoterol",568|3708|3711|3816|3818|3819
1131,52458,"BUDESONIDE TABLET, EXTENDED RELEASE ORAL 9 mg",BUDESONIDE,568,Budesonide (Systemic),"Budesonide (Nasal) | Budesonide (Oral Inhalation) | Budesonide (Systemic) | Budesonide (Topical) | Budesonide and Formoterol | Budesonide, Glycopyrrolate, and Formoterol",568|3708|3711|3816|3818|3819
731,21368,"BUDESONIDE / FORMOTEROL FUMARATE POWDER, METERED RESPIRATORY 160 ug/4.5 ug/1{dose} 120 {dose}",BUDESONIDE,567,Budesonide (Oral Inhalation),"Budesonide (Nasal) | Budesonide (Oral Inhalation) | Budesonide (Systemic) | Budesonide (Topical) | Budesonide and Formoterol | Budesonide, Glycopyrrolate, and Formoterol",567|3578|3708|3712|3816|3818|3819
2131,52853,BUDESONIDE / FORMOTEROL FUMARATE CAPSULE RESPIRATORY 160 ug/4.5 ug 60 {dose},BUDESONIDE,567,Budesonide (Oral Inhalation),"Budesonide (Nasal) | Budesonide (Oral Inhalation) | Budesonide (Systemic) | Budesonide (Topical) | Budesonide and Formoterol | Budesonide, Glycopyrrolate, and Formoterol",567|3578|3708|3712|3816|3818|3819
711,16503,"BUDESONIDE / FORMOTEROL FUMARATE POWDER, METERED RESPIRATORY 320 ug/9 ug/1{dose} 60 {dose}",BUDESONIDE,567,Budesonide (Oral Inhalation),"Budesonide (Nasal) | Budesonide (Oral Inhalation) | Budesonide (Systemic) | Budesonide (Topical) | Budesonide and Formoterol | Budesonide, Glycopyrrolate, and Formoterol",567|3578|3708|3712|3816|3818|3819
770,52306,BUDESONIDE SUSPENSION RESPIRATORY 0.5 mg/1mL 2 mL,BUDESONIDE,567,Budesonide (Oral Inhalation),"Budesonide (Nasal) | Budesonide (Oral Inhalation) | Budesonide (Systemic) | Budesonide (Topical) | Budesonide and Formoterol | Budesonide, Glycopyrrolate, and Formoterol",567|3578|3708|3712|3816|3818|3819
1434,52637,"BUDESONIDE AEROSOL, METERED RESPIRATORY 200 ug/1{dose} 200 {dose}",BUDESONIDE,567,Budesonide (Oral Inhalation),"Budesonide (Nasal) | Budesonide (Oral Inhalation) | Budesonide (Systemic) | Budesonide (Topical) | Budesonide and Formoterol | Budesonide, Glycopyrrolate, and Formoterol",567|3578|3708|3712|3816|3818|3819
786,16506,"BUDESONIDE / FORMOTEROL FUMARATE POWDER, METERED RESPIRATORY 160 ug/4.5 ug/1{dose} 60 {dose}",BUDESONIDE,567,Budesonide (Oral Inhalation),"Budesonide (Nasal) | Budesonide (Oral Inhalation) | Budesonide (Systemic) | Budesonide (Topical) | Budesonide and Formoterol | Budesonide, Glycopyrrolate, and Formoterol",567|3578|3708|3712|3816|3818|3819
799,52308,"BUDESONIDE POWDER, METERED RESPIRATORY 200 ug/1{dose} 100 {dose}",BUDESONIDE,567,Budesonide (Oral Inhalation),"Budesonide (Nasal) | Budesonide (Oral Inhalation) | Budesonide (Systemic) | Budesonide (Topical) | Budesonide and Formoterol | Budesonide, Glycopyrrolate, and Formoterol",567|3578|3708|3712|3816|3818|3819
2020,52546,"BUDESONIDE POWDER, METERED RESPIRATORY 400 ug/1{dose} 60 {dose}",BUDESONIDE,567,Budesonide (Oral Inhalation),"Budesonide (Nasal) | Budesonide (Oral Inhalation) | Budesonide (Systemic) | Budesonide (Topical) | Budesonide and Formoterol | Budesonide, Glycopyrrolate, and Formoterol",567|3578|3708|3712|3816|3818|3819
447,50929,"BUDESONIDE / FORMOTEROL FUMARATE POWDER, METERED RESPIRATORY 320 ug/9 ug/1{dose} 120 {dose}",BUDESONIDE,567,Budesonide (Oral Inhalation),"Budesonide (Nasal) | Budesonide (Oral Inhalation) | Budesonide (Systemic) | Budesonide (Topical) | Budesonide and Formoterol | Budesonide, Glycopyrrolate, and Formoterol",567|3578|3708|3712|3816|3818|3819
780,8889,BUDESONIDE SUSPENSION RESPIRATORY 0.25 mg/1mL 2 mL,BUDESONIDE,567,Budesonide (Oral Inhalation),"Budesonide (Nasal) | Budesonide (Oral Inhalation) | Budesonide (Systemic) | Budesonide (Topical) | Budesonide and Formoterol | Budesonide, Glycopyrrolate, and Formoterol",567|3578|3708|3712|3816|3818|3819
792,13080,"BUDESONIDE POWDER, METERED RESPIRATORY 400 ug/1{dose} 100 {dose}",BUDESONIDE,567,Budesonide (Oral Inhalation),"Budesonide (Nasal) | Budesonide (Oral Inhalation) | Budesonide (Systemic) | Budesonide (Topical) | Budesonide and Formoterol | Budesonide, Glycopyrrolate, and Formoterol",567|3578|3708|3712|3816|3818|3819
2217,52854,BUDESONIDE / FORMOTEROL FUMARATE CAPSULE RESPIRATORY  60 {dose},BUDESONIDE,567,Budesonide (Oral Inhalation),"Budesonide (Nasal) | Budesonide (Oral Inhalation) | Budesonide (Systemic) | Budesonide (Topical) | Budesonide and Formoterol | Budesonide, Glycopyrrolate, and Formoterol",567|3578|3708|3712|3816|3818|3819
1145,8209,BUDESONIDE SPRAY NASAL 64 ug/1{dose} 120 {Puff},BUDESONIDE,566,Budesonide (Nasal),"Budesonide (Nasal) | Budesonide (Oral Inhalation) | Budesonide (Systemic) | Budesonide (Topical) | Budesonide and Formoterol | Budesonide, Glycopyrrolate, and Formoterol",566|3708|3709|3819|3820
2081,179,BROMOCRIPTINE (AS MESYLATE) TABLET ORAL 2.5 mg,BROMOCRIPTINE (AS MESYLATE),543,Bromocriptine,Bromocriptine,543|3580|3619|3635|3672|3816|3818|3819|3840|3872
379,177,BROMHEXINE HYDROCHLORIDE  SOLUTION ORAL 4 mg/5mL 60 mL,BROMHEXINE HYDROCHLORIDE,542,Bromhexine,Bromhexine,
1350,176,BROMHEXINE HYDROCHLORIDE INJECTION PARENTERAL 2 mg/1mL 2 mL,BROMHEXINE HYDROCHLORIDE,542,Bromhexine,Bromhexine,
354,178,BROMHEXINE HYDROCHLORIDE  TABLET ORAL 8 mg,BROMHEXINE HYDROCHLORIDE,542,Bromhexine,Bromhexine,
2180,52436,BROMHEXINE HYDROCHLORIDE  SOLUTION ORAL 4 mg/5mL 120 mL,BROMHEXINE HYDROCHLORIDE,542,Bromhexine,Bromhexine,
2296,17213,"BRINZOLAMIDE / TIMOLOL (AS MALEATE) SUSPENSION, DROPS OPHTHALMIC 10 mg/5 mg/1mL 5 mL",BRINZOLAMIDE,531,Brinzolamide,Brinzolamide,3689|3819|3820
1764,52430,BRIMONIDINE (AS TARTRATE) GEL TOPICAL 3 mg/1g 30 g,BRIMONIDINE (AS TARTRATE),528,Brimonidine (Topical),Brimonidine (Ophthalmic) | Brimonidine (Topical) | Brimonidine and Timolol,528
908,11459,"BRIMONIDINE TARTRATE SOLUTION, DROPS OPHTHALMIC 0.2 % 5 mL",BRIMONIDINE TARTRATE,527,Brimonidine (Ophthalmic),Brimonidine (Ophthalmic) | Brimonidine (Topical) | Brimonidine and Timolol,527|3590|3591|3702
1124,50841,"BRENTUXIMAB VEDOTIN INJECTION, POWDER, FOR SOLUTION PARENTERAL 50 mg",BRENTUXIMAB VEDOTIN,520,Brentuximab Vedotin,Brentuximab Vedotin,520|3816|3817|3818|3847|3876|3924|3929|3976|3977
1568,7848,BOSENTAN TABLET ORAL 125 mg,BOSENTAN,512,Bosentan,Bosentan,512|3775|3781|3782|3808|3809|3819|3820|3839|3949|3950
1695,12114,BOSENTAN TABLET ORAL 62.5 mg,BOSENTAN,512,Bosentan,Bosentan,512|3775|3781|3782|3808|3809|3819|3820|3839|3949|3950
153,7088,"BORTEZOMIB INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 3.5 mg",BORTEZOMIB,511,Bortezomib,Bortezomib,511|3672|3724|3727|3728|3757|3760|3761|3781|3782|3789|3791|3816|3817|3818|3872|3929
1199,170,"BLEOMYCIN INJECTION, POWDER, FOR SOLUTION PARENTERAL 15 [iU]",BLEOMYCIN,506,Bleomycin,Bleomycin,506|3633
1678,52471,BLEOMYCIN INJECTION PARENTERAL 15 [iU],BLEOMYCIN,506,Bleomycin,Bleomycin,506|3633
14,11472,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,BISOPROLOL FUMARATE,498,Bisoprolol,Bisoprolol,498|3631|3661|3662|3672|3674|3789|3791|3819|3820
56,8904,BISOPROLOL FUMARATE TABLET ORAL 10 mg,BISOPROLOL FUMARATE,498,Bisoprolol,Bisoprolol,498|3631|3661|3662|3672|3674|3789|3791|3819|3820
18,7125,BISOPROLOL FUMARATE TABLET ORAL 5 mg,BISOPROLOL FUMARATE,498,Bisoprolol,Bisoprolol,498|3631|3661|3662|3672|3674|3789|3791|3819|3820
299,169,BISMUTH SUBCITRATE TABLET ORAL 120 mg,BISMUTH SUBCITRATE,494,Bismuth Subcitrate,Bismuth Subcitrate,494|3670
1260,52462,BISMUTH SUBCITRATE TABLET ORAL 120 mg,BISMUTH SUBCITRATE,494,Bismuth Subcitrate,Bismuth Subcitrate,494|3670
316,167,"BISACODYL TABLET, DELAYED RELEASE ORAL 5 mg",BISACODYL,492,Bisacodyl,Bisacodyl,492|3901|3903
517,166,BISACODYL SUPPOSITORY RECTAL 10 mg,BISACODYL,492,Bisacodyl,Bisacodyl,492|3901|3903
434,168,BISACODYL SUPPOSITORY RECTAL 5 mg,BISACODYL,492,Bisacodyl,Bisacodyl,492|3901|3903
443,164,BIPERIDEN HYDROCHLORIDE TABLET ORAL 2 mg,BIPERIDEN HYDROCHLORIDE,491,Biperiden,Biperiden,491|3615
2339,1410,"BIPERIDEN HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 4 mg",BIPERIDEN HYDROCHLORIDE,491,Biperiden,Biperiden,491|3615
643,165,BIPERIDEN LACTATE INJECTION PARENTERAL 5 mg/1mL,BIPERIDEN LACTATE,491,Biperiden,Biperiden,491|3615
1530,52082,"BIMATOPROST SOLUTION, DROPS OPHTHALMIC 0.03 % 3 mL",BIMATOPROST,488,Bimatoprost,Bimatoprost,488|3992
1237,6765,BICALUTAMIDE TABLET ORAL 50 mg,BICALUTAMIDE,481,Bicalutamide,Bicalutamide,481|3606|3815|3980
1712,7582,BICALUTAMIDE TABLET ORAL 150 mg,BICALUTAMIDE,481,Bicalutamide,Bicalutamide,481|3606|3815|3980
1511,5616,"BEVACIZUMAB INJECTION, SOLUTION, CONCENTRATE PARENTERAL 25 mg/1mL 16 mL",BEVACIZUMAB,476,Bevacizumab,Bevacizumab,476|3599|3847|3868|3924|3929
1529,5615,"BEVACIZUMAB INJECTION, SOLUTION, CONCENTRATE PARENTERAL 25 mg/1mL 4 mL",BEVACIZUMAB,476,Bevacizumab,Bevacizumab,476|3599|3847|3868|3924|3929
318,162,BETHANECHOL CHLORIDE TABLET ORAL 10 mg,BETHANECHOL CHLORIDE,474,Bethanechol,PMS-Bethanechol Chloride (CAN),3700|3837
1296,16686,BETHANECHOL CHLORIDE TABLET ORAL 25 mg,BETHANECHOL CHLORIDE,474,Bethanechol,PMS-Bethanechol Chloride (CAN),3700|3837
1673,163,"BETAXOLOL SOLUTION, DROPS OPHTHALMIC 0.5 % 10 mL",BETAXOLOL,472,Betaxolol (Ophthalmic),Betaxolol (Ophthalmic) | Betaxolol (Systemic),3661|3662|3674|3724|3727|3728|3789|3791
1312,159,BETAMETHASONE (AS VALERATE) LOTION TOPICAL 0.1 % 20 mL,BETAMETHASONE (AS VALERATE),463,Betamethasone (Topical),"Betamethasone (Nasal) | Betamethasone (Ophthalmic) | Betamethasone (Otic) | Betamethasone (Systemic) | Betamethasone (Topical) | Betamethasone and Clioquinol | Betamethasone and Clotrimazole | Betamethasone and Gentamicin | Betamethasone and Neomycin | Betamethasone and Salicylic Acid | Betamethasone, Clotrimazole, and Gentamicin | Betamethasone, Miconazole, and Gentamicin",463|3708|3714
1222,52277,CALCIPOTRIOL / BETAMETHASONE DIPROPIONATE GEL TOPICAL 0.005 %/0.064 % 30 g,BETAMETHASONE DIPROPIONATE,463,Betamethasone (Topical),"Betamethasone (Nasal) | Betamethasone (Ophthalmic) | Betamethasone (Otic) | Betamethasone (Systemic) | Betamethasone (Topical) | Betamethasone and Clioquinol | Betamethasone and Clotrimazole | Betamethasone and Gentamicin | Betamethasone and Neomycin | Betamethasone and Salicylic Acid | Betamethasone, Clotrimazole, and Gentamicin | Betamethasone, Miconazole, and Gentamicin",463|3708|3714
1028,11747,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) CREAM TOPICAL 1 %/0.05 % 45 g,BETAMETHASONE (AS DIPROPIONATE),463,Betamethasone (Topical),"Betamethasone (Nasal) | Betamethasone (Ophthalmic) | Betamethasone (Otic) | Betamethasone (Systemic) | Betamethasone (Topical) | Betamethasone and Clioquinol | Betamethasone and Clotrimazole | Betamethasone and Gentamicin | Betamethasone and Neomycin | Betamethasone and Salicylic Acid | Betamethasone, Clotrimazole, and Gentamicin | Betamethasone, Miconazole, and Gentamicin",463|3708|3714
1019,51881,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) CREAM TOPICAL 1 %/0.05 % 30 g,BETAMETHASONE (AS DIPROPIONATE),463,Betamethasone (Topical),"Betamethasone (Nasal) | Betamethasone (Ophthalmic) | Betamethasone (Otic) | Betamethasone (Systemic) | Betamethasone (Topical) | Betamethasone and Clioquinol | Betamethasone and Clotrimazole | Betamethasone and Gentamicin | Betamethasone and Neomycin | Betamethasone and Salicylic Acid | Betamethasone, Clotrimazole, and Gentamicin | Betamethasone, Miconazole, and Gentamicin",463|3708|3714
1836,10284,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) LOTION TOPICAL 1 %/0.05 % 30 mL,BETAMETHASONE (AS DIPROPIONATE),463,Betamethasone (Topical),"Betamethasone (Nasal) | Betamethasone (Ophthalmic) | Betamethasone (Otic) | Betamethasone (Systemic) | Betamethasone (Topical) | Betamethasone and Clioquinol | Betamethasone and Clotrimazole | Betamethasone and Gentamicin | Betamethasone and Neomycin | Betamethasone and Salicylic Acid | Betamethasone, Clotrimazole, and Gentamicin | Betamethasone, Miconazole, and Gentamicin",463|3708|3714
2362,52657,BETAMETHASONE (AS VALERATE) CREAM TOPICAL 0.1 % 100 g,BETAMETHASONE (AS VALERATE),463,Betamethasone (Topical),"Betamethasone (Nasal) | Betamethasone (Ophthalmic) | Betamethasone (Otic) | Betamethasone (Systemic) | Betamethasone (Topical) | Betamethasone and Clioquinol | Betamethasone and Clotrimazole | Betamethasone and Gentamicin | Betamethasone and Neomycin | Betamethasone and Salicylic Acid | Betamethasone, Clotrimazole, and Gentamicin | Betamethasone, Miconazole, and Gentamicin",463|3708|3714
329,52001,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) CREAM TOPICAL 1 %/0.05 % 15 g,BETAMETHASONE (AS DIPROPIONATE),463,Betamethasone (Topical),"Betamethasone (Nasal) | Betamethasone (Ophthalmic) | Betamethasone (Otic) | Betamethasone (Systemic) | Betamethasone (Topical) | Betamethasone and Clioquinol | Betamethasone and Clotrimazole | Betamethasone and Gentamicin | Betamethasone and Neomycin | Betamethasone and Salicylic Acid | Betamethasone, Clotrimazole, and Gentamicin | Betamethasone, Miconazole, and Gentamicin",463|3708|3714
1748,17677,CALCIPOTRIOL / BETAMETHASONE DIPROPIONATE OINTMENT TOPICAL 0.005 %/0.064 % 30 g,BETAMETHASONE DIPROPIONATE,463,Betamethasone (Topical),"Betamethasone (Nasal) | Betamethasone (Ophthalmic) | Betamethasone (Otic) | Betamethasone (Systemic) | Betamethasone (Topical) | Betamethasone and Clioquinol | Betamethasone and Clotrimazole | Betamethasone and Gentamicin | Betamethasone and Neomycin | Betamethasone and Salicylic Acid | Betamethasone, Clotrimazole, and Gentamicin | Betamethasone, Miconazole, and Gentamicin",463|3708|3714
283,160,BETAMETHASONE (AS VALERATE) OINTMENT TOPICAL 0.1 % 15 g,BETAMETHASONE (AS VALERATE),463,Betamethasone (Topical),"Betamethasone (Nasal) | Betamethasone (Ophthalmic) | Betamethasone (Otic) | Betamethasone (Systemic) | Betamethasone (Topical) | Betamethasone and Clioquinol | Betamethasone and Clotrimazole | Betamethasone and Gentamicin | Betamethasone and Neomycin | Betamethasone and Salicylic Acid | Betamethasone, Clotrimazole, and Gentamicin | Betamethasone, Miconazole, and Gentamicin",463|3708|3714
345,161,BETAMETHASONE (AS VALERATE) CREAM TOPICAL 0.1 % 15 g,BETAMETHASONE (AS VALERATE),463,Betamethasone (Topical),"Betamethasone (Nasal) | Betamethasone (Ophthalmic) | Betamethasone (Otic) | Betamethasone (Systemic) | Betamethasone (Topical) | Betamethasone and Clioquinol | Betamethasone and Clotrimazole | Betamethasone and Gentamicin | Betamethasone and Neomycin | Betamethasone and Salicylic Acid | Betamethasone, Clotrimazole, and Gentamicin | Betamethasone, Miconazole, and Gentamicin",463|3708|3714
679,150,BETAMETHASONE TABLET ORAL 0.5 mg,BETAMETHASONE,462,Betamethasone (Systemic),"Betamethasone (Nasal) | Betamethasone (Ophthalmic) | Betamethasone (Otic) | Betamethasone (Systemic) | Betamethasone (Topical) | Betamethasone and Clioquinol | Betamethasone and Clotrimazole | Betamethasone and Gentamicin | Betamethasone and Neomycin | Betamethasone and Salicylic Acid | Betamethasone, Clotrimazole, and Gentamicin | Betamethasone, Miconazole, and Gentamicin",462|3713|3819|3820|3867
468,153,"BETAMETHASONE LA (BETAMETHASONE AS DISODIUM PHOSPHATE / BETAMETHASONE ACETATE) INJECTION, SUSPENSION, EXTENDED RELEASE PARENTERAL 3 mg/3 mg/1mL",BETAMETHASONE ACETATE),462,Betamethasone (Systemic),"Betamethasone (Nasal) | Betamethasone (Ophthalmic) | Betamethasone (Otic) | Betamethasone (Systemic) | Betamethasone (Topical) | Betamethasone and Clioquinol | Betamethasone and Clotrimazole | Betamethasone and Gentamicin | Betamethasone and Neomycin | Betamethasone and Salicylic Acid | Betamethasone, Clotrimazole, and Gentamicin | Betamethasone, Miconazole, and Gentamicin",462|3713|3819|3820|3867
509,149,BETAMETHASONE (AS DISODIUM PHOSPHATE) INJECTION PARENTERAL 4 mg/1mL,BETAMETHASONE (AS DISODIUM PHOSPHATE),462,Betamethasone (Systemic),"Betamethasone (Nasal) | Betamethasone (Ophthalmic) | Betamethasone (Otic) | Betamethasone (Systemic) | Betamethasone (Topical) | Betamethasone and Clioquinol | Betamethasone and Clotrimazole | Betamethasone and Gentamicin | Betamethasone and Neomycin | Betamethasone and Salicylic Acid | Betamethasone, Clotrimazole, and Gentamicin | Betamethasone, Miconazole, and Gentamicin",462|3713|3819|3820|3867
882,152,"BETAMETHASONE (AS DISODIUM PHOSPHATE) SOLUTION, DROPS OPHTHALMIC 0.1 % 5 mL",BETAMETHASONE (AS DISODIUM PHOSPHATE),460,Betamethasone (Ophthalmic),"Betamethasone (Nasal) | Betamethasone (Ophthalmic) | Betamethasone (Otic) | Betamethasone (Systemic) | Betamethasone (Topical) | Betamethasone and Clioquinol | Betamethasone and Clotrimazole | Betamethasone and Gentamicin | Betamethasone and Neomycin | Betamethasone and Salicylic Acid | Betamethasone, Clotrimazole, and Gentamicin | Betamethasone, Miconazole, and Gentamicin",460|3708|3710|3819|3820
1626,151,BETAMETHASONE (AS DISODIUM PHOSPHATE) OINTMENT OPHTHALMIC 0.1 % 3 g,BETAMETHASONE (AS DISODIUM PHOSPHATE),460,Betamethasone (Ophthalmic),"Betamethasone (Nasal) | Betamethasone (Ophthalmic) | Betamethasone (Otic) | Betamethasone (Systemic) | Betamethasone (Topical) | Betamethasone and Clioquinol | Betamethasone and Clotrimazole | Betamethasone and Gentamicin | Betamethasone and Neomycin | Betamethasone and Salicylic Acid | Betamethasone, Clotrimazole, and Gentamicin | Betamethasone, Miconazole, and Gentamicin",460|3708|3710|3819|3820
2109,6370,"BETAINE POWDER, FOR SOLUTION ORAL 1 g/1g 180 g",BETAINE,458,Betaine,Betaine,
68,148,BETAHISTINE DIHYDROCHLORIDE  TABLET ORAL 8 mg,BETAHISTINE DIHYDROCHLORIDE,457,Betahistine,Betahistine,457
182,8828,BETAHISTINE DIHYDROCHLORIDE TABLET ORAL 16 mg,BETAHISTINE DIHYDROCHLORIDE,457,Betahistine,Betahistine,457
1525,16889,"BERACTANT INJECTION, SUSPENSION ENDOTRACHEAL 25 mg/1mL 4 mL",BERACTANT,451,Beractant,Beractant,3674
1521,2372,"BERACTANT INJECTION, SUSPENSION ENDOTRACHEAL 25 mg/1mL 8 mL",BERACTANT,451,Beractant,Beractant,3674
1817,1406,BENZYDAMINE HYDROCHLORIDE MOUTHWASH IRRIGATION 0.15 % 120 mL,BENZYDAMINE HYDROCHLORIDE,445,Benzydamine,Benzydamine,3909
1869,2027,BENZYDAMINE HYDROCHLORIDE MOUTHWASH IRRIGATION 0.15 % 240 mL,BENZYDAMINE HYDROCHLORIDE,445,Benzydamine,Benzydamine,3909
461,23312,BENZOYL PEROXIDE GEL TOPICAL 5 % 60 g,BENZOYL PEROXIDE,438,Benzoyl Peroxide,Benzoyl Peroxide,438
257,137,BENZOYL PEROXIDE GEL TOPICAL 10 % 30 g,BENZOYL PEROXIDE,438,Benzoyl Peroxide,Benzoyl Peroxide,438
228,139,BENZOYL PEROXIDE GEL TOPICAL 5 % 30 g,BENZOYL PEROXIDE,438,Benzoyl Peroxide,Benzoyl Peroxide,438
1165,52676,ADAPALENE / BENZOYL PEROXIDE GEL TOPICAL 0.1 %/2.5 % 15 g,BENZOYL PEROXIDE,438,Benzoyl Peroxide,Benzoyl Peroxide,438
207,745,LEVODOPA / BENSERAZIDE TABLET ORAL 100 mg/25 mg,BENSERAZIDE,415,Benserazide,Benserazide,
147,746,LEVODOPA / BENSERAZIDE TABLET ORAL 200 mg/50 mg,BENSERAZIDE,415,Benserazide,Benserazide,
1440,13245,"BENDAMUSTINE HYDROCHLORIDE INJECTION, POWDER, FOR SOLUTION PARENTERAL 100 mg",BENDAMUSTINE HYDROCHLORIDE,409,Bendamustine,Bendamustine,409|3633|3653|3724|3727|3728|3929|3976|3977
1196,17381,"BENDAMUSTINE HYDROCHLORIDE INJECTION, POWDER, FOR SOLUTION PARENTERAL 25 mg",BENDAMUSTINE HYDROCHLORIDE,409,Bendamustine,Bendamustine,409|3633|3653|3724|3727|3728|3929|3976|3977
2098,135,BELLADONNA PB ELIXIR ORAL 19.4 ug/6.5 ug/103.7 ug/16.2 mg/5mL 60 mL,BELLADONNA PB,398,Belladonna,Belladonna,3615
2353,136,BELLADONNA PB TABLET ORAL 19.4 ug/6.5 ug/103.7 ug/16.2 ug,BELLADONNA PB,398,Belladonna,Belladonna,3615
1702,17336,BECLOMETHASONE DIPROPIONATE INHALANT RESPIRATORY 100 ug/1{dose} 200 {Puff},BECLOMETHASONE DIPROPIONATE,388,Beclomethasone (Oral Inhalation),Beclomethasone (Nasal) | Beclomethasone (Oral Inhalation) | Beclomethasone (Systemic) | Beclomethasone (Topical) | Beclomethasone and Formoterol,388|3578|3708|3712|3819|3820
1113,52192,"BECLOMETHASONE DIPROPIONATE / FORMOTEROL FUMARATE AEROSOL, METERED RESPIRATORY 200 ug/6 ug/1{Puff} 120 {Puff}",BECLOMETHASONE DIPROPIONATE,388,Beclomethasone (Oral Inhalation),Beclomethasone (Nasal) | Beclomethasone (Oral Inhalation) | Beclomethasone (Systemic) | Beclomethasone (Topical) | Beclomethasone and Formoterol,388|3578|3708|3712|3819|3820
1600,133,BECLOMETHASONE DIPROPIONATE INHALANT RESPIRATORY 50 ug/1{dose} 200 {Puff},BECLOMETHASONE DIPROPIONATE,388,Beclomethasone (Oral Inhalation),Beclomethasone (Nasal) | Beclomethasone (Oral Inhalation) | Beclomethasone (Systemic) | Beclomethasone (Topical) | Beclomethasone and Formoterol,388|3578|3708|3712|3819|3820
1591,4684,BECLOMETHASONE DIPROPIONATE INHALANT RESPIRATORY 250 ug/1{dose} 200 {Puff},BECLOMETHASONE DIPROPIONATE,388,Beclomethasone (Oral Inhalation),Beclomethasone (Nasal) | Beclomethasone (Oral Inhalation) | Beclomethasone (Systemic) | Beclomethasone (Topical) | Beclomethasone and Formoterol,388|3578|3708|3712|3819|3820
1133,52189,"BECLOMETHASONE DIPROPIONATE / FORMOTEROL FUMARATE AEROSOL, METERED RESPIRATORY 100 ug/6 ug/1{Puff} 120 {Puff}",BECLOMETHASONE DIPROPIONATE,388,Beclomethasone (Oral Inhalation),Beclomethasone (Nasal) | Beclomethasone (Oral Inhalation) | Beclomethasone (Systemic) | Beclomethasone (Topical) | Beclomethasone and Formoterol,388|3578|3708|3712|3819|3820
967,2844,BECLOMETHASONE DIPROPIONATE SPRAY NASAL 50 ug/1 {dose} 200 {Puff},BECLOMETHASONE DIPROPIONATE,387,Beclomethasone (Nasal),Beclomethasone (Nasal) | Beclomethasone (Oral Inhalation) | Beclomethasone (Systemic) | Beclomethasone (Topical) | Beclomethasone and Formoterol,3708|3709
1288,52295,BECLOMETHASONE DIPROPIONATE SPRAY NASAL 50 ug/1 {dose} 150 {Puff},BECLOMETHASONE DIPROPIONATE,387,Beclomethasone (Nasal),Beclomethasone (Nasal) | Beclomethasone (Oral Inhalation) | Beclomethasone (Systemic) | Beclomethasone (Topical) | Beclomethasone and Formoterol,3708|3709
1532,52845,BARICITINIB TABLET ORAL 4 mg,BARICITINIB,378,Baricitinib,Baricitinib,378|3653|3669|3819|3820|3877|3929|3940|3976|3977
2357,52844,BARICITINIB TABLET ORAL 2 mg,BARICITINIB,378,Baricitinib,Baricitinib,378|3653|3669|3819|3820|3877|3929|3940|3976|3977
445,130,BACLOFEN TABLET ORAL 25 mg,BACLOFEN,369,Baclofen,Baclofen,369|3702|3928
488,129,BACLOFEN TABLET ORAL 10 mg,BACLOFEN,369,Baclofen,Baclofen,369|3702|3928
